id,model_year,make,model,body_style,segment,fuel_type,city_mpg,highway_mpg,horsepower,engine_cylinders,engine_displacement_L,curb_weight_lbs,msrp_usd,transmission,drive_type,country_of_origin,safety_rating,reliability_score,highway_to_city_ratio
10648,2002,Dodge,Avenger,Sedan,Midsize,Gasoline,26.0,31.0,180,4,1.6,3664,31025,Automatic,FWD,USA,5,8.7,1.192
10649,2011,Audi,Q3,SUV,Subcompact Luxury SUV,Gasoline,20.0,25.0,168,4,1.7,3436,40886,Automatic,FWD,Germany,5,5.0,1.25
10650,2002,Mercedes-Benz,C-Class,Sedan,Compact Luxury,Diesel,26.0,35.0,249,6,3.0,3679,39750,Automatic,AWD,Germany,4,6.8,1.346
10651,2018,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,23.0,31.0,254,4,1.6,4769,42627,Automatic,AWD,USA,5,8.3,1.348
10652,2022,Jeep,Gladiator,Truck,Midsize Truck,Gasoline,20.0,26.0,243,6,3.0,4454,44584,Automatic,4WD,USA,5,9.5,1.3
10653,2003,Ford,Explorer,SUV,Midsize SUV,Hybrid,35.0,47.0,226,4,1.5,3874,43434,Automatic,4WD,USA,4,8.0,1.343
10654,2009,Chevrolet,Colorado,Truck,Midsize Truck,Gasoline,19.0,24.0,268,4,1.6,4503,42739,Automatic,AWD,USA,5,6.3,1.263
10655,2009,Chevrolet,Traverse,SUV,Midsize SUV,Gasoline,25.0,34.0,193,4,1.7,4184,40216,Automatic,FWD,USA,3,6.7,1.36
10656,2003,Chevrolet,Colorado,Truck,Midsize Truck,Gasoline,21.0,28.0,236,4,1.5,4479,36772,Automatic,RWD,USA,4,9.5,1.333
10657,2015,Audi,A3,Sedan,Subcompact Luxury,Diesel,29.0,37.0,214,6,3.0,3144,40340,Automatic,AWD,Germany,4,9.2,1.276
10658,2022,Ram,1500,Truck,Midsize Truck,Gasoline,19.0,25.0,280,6,3.1,4345,40978,Manual,4WD,USA,3,6.1,1.316
10659,2003,Audi,A3,Sedan,Subcompact Luxury,Diesel,36.0,43.0,162,4,1.7,3169,35581,Automatic,AWD,Germany,5,8.4,1.194
10660,2000,Mercedes-Benz,CLA,Sedan,Compact Luxury,Diesel,28.0,36.0,258,4,1.7,3891,38231,Automatic,AWD,Germany,5,7.6,1.286
10661,2000,Toyota,RAV4,SUV,Compact SUV,Hybrid,38.0,49.0,132,4,1.5,3480,33436,Automatic,AWD,Japan,4,10.0,1.289
10662,2020,Chevrolet,Malibu,Sedan,Midsize,Gasoline,27.0,37.0,208,6,3.2,3550,34705,Automatic,RWD,USA,4,6.6,1.37
10663,2007,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,825,0,0.0,5443,48213,Automatic,4WD,USA,4,5.8,
10664,2008,Chevrolet,Colorado,Truck,Midsize Truck,Gasoline,19.0,25.0,252,6,3.3,4571,35722,Manual,RWD,USA,5,4.7,1.316
10665,2013,BMW,X1,SUV,Subcompact Luxury SUV,Diesel,29.0,38.0,195,4,1.6,3501,41957,Automatic,AWD,Germany,5,6.1,1.31
10666,2018,Volkswagen,Golf,Hatchback,Compact,Diesel,37.0,51.0,133,4,1.8,3298,32076,Automatic,FWD,Germany,4,9.6,1.378
10667,2000,Audi,A4,Sedan,Compact Luxury,Gasoline,24.0,32.0,268,6,2.9,3640,44356,Automatic,RWD,Germany,5,5.8,1.333
10668,2018,Lexus,LX,SUV,Midsize SUV,Hybrid,39.0,54.0,240,4,1.5,4222,52503,Automatic,AWD,Japan,4,6.5,1.385
10669,2006,Ford,F-150,Truck,Full-size Truck,Gasoline,16.0,20.0,385,6,2.9,5790,50295,Manual,AWD,USA,5,5.9,1.25
10670,2006,Dodge,Durango,SUV,Midsize SUV,Gasoline,22.0,29.0,212,6,2.9,4406,38189,Manual,4WD,USA,5,3.2,1.318
10671,2022,GMC,Canyon,Truck,Midsize Truck,Gasoline,23.0,29.0,287,6,3.1,4723,43541,Automatic,FWD,USA,5,4.5,1.261
10672,2008,Audi,A5,Coupe,Compact Luxury,Diesel,28.0,35.0,262,6,3.0,3834,51064,Automatic,RWD,Germany,5,9.2,1.25
10673,2024,Honda,HR-V,SUV,Subcompact SUV,Gasoline,31.0,42.0,165,4,1.7,3160,29793,Automatic,FWD,Japan,3,7.0,1.355
10674,2001,Kia,Soul,Hatchback,Compact,Gasoline,28.0,34.0,131,4,1.6,3317,20946,Automatic,FWD,South Korea,5,7.8,1.214
10675,2018,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,314,0,0.0,4187,57263,Automatic,AWD,USA,3,5.7,
10676,2007,Kia,Niro,Hatchback,Compact,Gasoline,26.0,36.0,135,4,1.7,3133,24205,Manual,RWD,South Korea,5,6.1,1.385
10677,2005,BMW,7 Series,Sedan,Full-size Luxury,Diesel,20.0,25.0,481,8,4.3,4487,107421,Automatic,RWD,Germany,4,5.8,1.25
10678,2004,Subaru,Crosstrek,SUV,Midsize SUV,Gasoline,22.0,29.0,211,6,3.0,4038,46153,Automatic,4WD,Japan,5,7.2,1.318
10679,2001,Honda,Fit,Hatchback,Subcompact,Gasoline,26.0,34.0,115,3,1.1,2324,17529,Automatic,AWD,Japan,5,9.3,1.308
10680,2004,Hyundai,Sonata,Sedan,Midsize,Hybrid,38.0,46.0,198,4,1.6,3445,30385,Automatic,FWD,South Korea,3,6.4,1.211
10681,2000,Jeep,Grand Wagoneer,SUV,Midsize SUV,Gasoline,22.0,28.0,204,4,1.8,4431,39514,Automatic,4WD,USA,3,7.0,1.273
10682,2004,Volkswagen,Touareg,SUV,Midsize SUV,Gasoline,19.0,25.0,238,4,1.6,4079,44242,Automatic,4WD,Germany,4,8.9,1.316
10683,2012,Jeep,Cherokee,SUV,Midsize SUV,Gasoline,21.0,25.0,220,6,3.0,4130,50060,Manual,RWD,USA,5,7.5,1.19
10684,2006,Hyundai,Ioniq,Hatchback,Compact,Gasoline,29.0,38.0,171,4,1.5,3204,24043,Automatic,AWD,South Korea,3,6.1,1.31
10685,2019,Lexus,NX,SUV,Midsize SUV,Hybrid,35.0,43.0,251,4,1.6,4328,43488,Automatic,AWD,Japan,5,6.9,1.229
10686,2007,Hyundai,Palisade,SUV,Midsize SUV,Electric,,,341,0,0.0,3873,45766,Automatic,FWD,South Korea,3,9.2,
10687,2024,Ram,1500,Truck,Midsize Truck,Gasoline,23.0,29.0,284,4,1.7,4158,45405,Automatic,RWD,USA,5,6.0,1.261
10688,2023,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,987,0,0.0,3863,105213,Automatic,AWD,USA,5,5.1,
10689,2019,Ford,Edge,SUV,Midsize SUV,Gasoline,26.0,34.0,235,4,1.7,4318,53730,Automatic,RWD,USA,5,6.6,1.308
10690,2002,Honda,Pilot,SUV,Midsize SUV,Gasoline,22.0,27.0,222,4,1.7,4252,44979,Automatic,RWD,Japan,4,7.0,1.227
10691,2008,Subaru,BRZ,Coupe,Compact,Gasoline,30.0,37.0,133,4,1.7,2935,24150,Automatic,AWD,Japan,5,8.0,1.233
10692,2010,Audi,A5,Coupe,Compact Luxury,Gasoline,24.0,31.0,282,4,1.4,3300,55913,Automatic,AWD,Germany,4,8.0,1.292
10693,2002,Honda,Odyssey,Minivan,Minivan,Hybrid,31.0,37.0,182,4,1.6,4214,31079,Automatic,RWD,Japan,4,7.9,1.194
10694,2004,Volvo,S60,Sedan,Midsize,Gasoline,25.0,34.0,173,4,1.7,3445,26231,Automatic,AWD,Sweden,4,8.1,1.36
10695,2009,Chevrolet,Tahoe,SUV,Full-size SUV,Gasoline,17.0,21.0,333,8,4.3,5565,62148,Automatic,4WD,USA,4,9.5,1.235
10696,2009,Lexus,LC,Coupe,Compact,Gasoline,27.0,32.0,151,4,1.5,2772,25626,Automatic,RWD,Japan,4,7.1,1.185
10697,2009,Chevrolet,Colorado,Truck,Midsize Truck,Gasoline,20.0,27.0,272,4,1.7,4169,35021,Automatic,AWD,USA,5,4.6,1.35
10698,2022,GMC,Terrain,SUV,Midsize SUV,Gasoline,24.0,29.0,247,4,1.6,4021,52236,Automatic,FWD,USA,5,7.9,1.208
10699,2010,Mazda,CX-50,SUV,Midsize SUV,Gasoline,21.0,26.0,257,6,3.1,4313,39919,Automatic,RWD,Japan,3,5.7,1.238
10700,2020,BMW,2 Series,Coupe,Subcompact Luxury,Gasoline,25.0,34.0,210,6,3.2,3494,49065,Automatic,RWD,Germany,4,8.5,1.36
10701,2009,Mazda,CX-3,SUV,Midsize SUV,Gasoline,18.0,22.0,220,4,1.7,4200,47643,Automatic,RWD,Japan,5,7.4,1.222
10702,2007,Mercedes-Benz,CLA,Sedan,Compact Luxury,Diesel,29.0,37.0,259,6,3.0,3833,46028,Automatic,RWD,Germany,5,7.2,1.276
10703,2009,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,767,0,0.0,5534,45701,Automatic,RWD,USA,5,7.3,
10704,2001,Mazda,CX-9,SUV,Midsize SUV,Gasoline,22.0,29.0,245,4,1.6,4211,42408,Automatic,RWD,Japan,4,6.0,1.318
10705,2011,Volkswagen,Touareg,SUV,Midsize SUV,Gasoline,24.0,29.0,234,6,3.1,4042,44665,Automatic,RWD,Germany,5,8.0,1.208
10706,2007,Hyundai,Genesis,Sedan,Midsize,Gasoline,27.0,36.0,162,4,1.5,3894,35734,Automatic,RWD,South Korea,4,7.9,1.333
10707,2000,Hyundai,Venue,SUV,Midsize SUV,Hybrid,34.0,44.0,242,4,1.6,4055,39163,Automatic,AWD,South Korea,5,4.7,1.294
10708,2010,Toyota,Corolla,Sedan,Compact,Gasoline,26.0,33.0,149,4,1.6,2918,25360,Automatic,FWD,Japan,5,7.1,1.269
10709,2023,Mercedes-Benz,A-Class,Hatchback,Subcompact Luxury,Gasoline,27.0,34.0,172,4,1.6,3394,38247,Automatic,AWD,Germany,5,7.2,1.259
10710,2000,Subaru,BRZ,Coupe,Compact,Gasoline,28.0,39.0,135,4,1.5,3001,22389,Automatic,AWD,Japan,4,7.2,1.393
10711,2024,Chevrolet,Silverado,Truck,Full-size Truck,Gasoline,18.0,22.0,403,6,3.0,5696,64376,Automatic,RWD,USA,5,7.4,1.222
10712,2017,Toyota,Tundra,Truck,Full-size Truck,Gasoline,19.0,23.0,379,8,4.7,5815,49121,Automatic,RWD,Japan,5,5.0,1.211
10713,2020,Volkswagen,Touareg,SUV,Midsize SUV,Gasoline,21.0,25.0,263,6,3.1,4549,52536,Automatic,AWD,Germany,4,6.1,1.19
10714,2006,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,287,0,0.0,3858,55764,Automatic,FWD,USA,5,10.0,
10715,2015,Nissan,Murano,SUV,Midsize SUV,Gasoline,21.0,25.0,212,4,1.7,3866,41920,Automatic,FWD,Japan,5,5.0,1.19
10716,2009,GMC,Jimmy,SUV,Midsize SUV,Gasoline,23.0,31.0,207,6,3.1,3866,47163,Automatic,RWD,USA,4,6.0,1.348
10717,2023,Mercedes-Benz,G-Class,SUV,Full-size Luxury SUV,Diesel,25.0,32.0,449,8,4.5,5378,137918,Manual,AWD,Germany,5,7.3,1.28
10718,2000,Mazda,CX-50,SUV,Midsize SUV,Gasoline,18.0,22.0,227,6,2.9,4232,41049,Automatic,FWD,Japan,5,10.0,1.222
10719,2016,Toyota,Camry,Sedan,Midsize,Hybrid,39.0,52.0,187,4,1.5,3263,31601,Automatic,FWD,Japan,5,7.5,1.333
10720,2000,Hyundai,Palisade,SUV,Midsize SUV,Hybrid,30.0,36.0,234,4,1.6,4077,34503,Automatic,FWD,South Korea,5,9.4,1.2
10721,2020,GMC,Sierra,Truck,Midsize Truck,Gasoline,19.0,23.0,267,4,1.6,4596,49033,Automatic,AWD,USA,4,8.9,1.211
10722,2022,Lexus,GX,SUV,Midsize SUV,Gasoline,22.0,28.0,238,6,3.1,4188,52395,Automatic,FWD,Japan,4,9.4,1.273
10723,2021,Ford,Explorer,SUV,Midsize SUV,Gasoline,21.0,26.0,223,4,1.7,3900,44958,Automatic,RWD,USA,4,9.9,1.238
10724,2002,Lexus,LC,Coupe,Compact,Gasoline,26.0,34.0,154,4,1.4,3422,22551,Automatic,FWD,Japan,5,9.1,1.308
10725,2015,GMC,Typhoon,SUV,Midsize SUV,Gasoline,23.0,30.0,228,6,2.9,4404,45898,Automatic,4WD,USA,5,6.2,1.304
10726,2018,Kia,Sorento,SUV,Midsize SUV,Electric,,,311,0,0.0,3993,52520,Automatic,4WD,South Korea,5,7.0,
10727,2007,Dodge,Journey,SUV,Midsize SUV,Gasoline,24.0,30.0,203,6,2.9,4216,47990,Automatic,4WD,USA,4,9.0,1.25
10728,2005,Ford,Bronco,SUV,Midsize SUV,Hybrid,32.0,42.0,237,4,1.5,3990,37946,Automatic,RWD,USA,4,9.4,1.312
10729,2024,Mazda,Mazda6,Sedan,Midsize,Gasoline,28.0,37.0,175,4,1.5,3545,35559,Manual,FWD,Japan,5,7.0,1.321
10730,2020,Volvo,XC60,SUV,Midsize SUV,Electric,,,344,0,0.0,4218,52395,Automatic,RWD,Sweden,5,6.8,
10731,2017,Toyota,Tundra,Truck,Full-size Truck,Gasoline,17.0,21.0,438,8,4.3,5766,50076,Manual,AWD,Japan,4,6.3,1.235
10732,2019,Kia,Optima,Sedan,Midsize,Electric,,,343,0,0.0,3510,33045,Automatic,FWD,South Korea,5,7.6,
10733,2007,Ford,Mustang,Coupe,Sports,Gasoline,22.0,28.0,312,6,3.0,3208,37603,Automatic,AWD,USA,5,7.3,1.273
10734,2005,Hyundai,Elantra,Sedan,Midsize,Gasoline,26.0,32.0,184,4,1.6,3642,33712,Automatic,FWD,South Korea,4,7.9,1.231
10735,2014,Volvo,V90,Wagon,Compact,Gasoline,30.0,38.0,171,4,1.6,3242,23845,Automatic,AWD,Sweden,5,4.9,1.267
10736,2009,Honda,Pilot,SUV,Midsize SUV,Hybrid,34.0,41.0,230,6,2.9,4042,43170,Automatic,RWD,Japan,3,8.4,1.206
10737,2018,Ram,Dakota,Truck,Midsize Truck,Gasoline,23.0,31.0,298,4,1.5,4742,37301,Automatic,FWD,USA,5,6.0,1.348
10738,2006,Kia,Sportage,SUV,Midsize SUV,Hybrid,31.0,37.0,235,6,3.0,3828,45372,Automatic,RWD,South Korea,3,5.3,1.194
10739,2017,Dodge,Challenger,Coupe,Compact,Gasoline,29.0,37.0,153,4,1.6,2853,25594,Automatic,FWD,USA,4,4.8,1.276
10740,2012,Dodge,Viper,Coupe,Compact,Gasoline,30.0,41.0,144,4,1.7,2667,27869,Automatic,RWD,USA,4,9.7,1.367
10741,2018,Mercedes-Benz,A-Class,Hatchback,Subcompact Luxury,Diesel,33.0,42.0,187,4,1.7,3122,38454,Automatic,AWD,Germany,5,8.9,1.273
10742,2000,Lexus,NX,SUV,Midsize SUV,Gasoline,21.0,28.0,238,4,1.5,4132,42301,Manual,4WD,Japan,5,5.4,1.333
10743,2014,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,21.0,28.0,265,6,3.1,4647,39935,Automatic,4WD,Japan,5,7.0,1.333
10744,2012,Ram,3500,Truck,Midsize Truck,Gasoline,21.0,28.0,272,6,3.0,4707,43188,Automatic,AWD,USA,5,7.2,1.333
10745,2008,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,19.0,24.0,306,6,3.0,5689,68180,Automatic,RWD,USA,5,6.7,1.263
10746,2024,Chevrolet,Traverse,SUV,Midsize SUV,Gasoline,23.0,28.0,202,6,3.0,3908,59984,Manual,RWD,USA,5,5.8,1.217
10747,2017,Kia,Telluride,SUV,Midsize SUV,Gasoline,23.0,28.0,165,4,1.7,4052,46576,Automatic,FWD,South Korea,3,5.5,1.217
10748,2016,Kia,Soul,Hatchback,Compact,Hybrid,45.0,55.0,196,4,1.6,3149,29807,Manual,FWD,South Korea,5,7.9,1.222
10749,2001,GMC,Sonoma,Truck,Midsize Truck,Gasoline,17.0,21.0,211,6,3.0,4406,33157,Automatic,AWD,USA,4,6.9,1.235
10750,2007,Volkswagen,Golf,Hatchback,Compact,Gasoline,27.0,35.0,143,4,1.5,2969,22197,Automatic,RWD,Germany,5,8.1,1.296
10751,2010,Mazda,Mazda6,Sedan,Midsize,Gasoline,21.0,26.0,173,4,1.6,3467,37552,Automatic,FWD,Japan,4,8.2,1.238
10752,2021,Toyota,Highlander,SUV,Midsize SUV,Gasoline,27.0,35.0,267,6,3.0,3922,56638,Automatic,AWD,Japan,5,6.9,1.296
10753,2015,Ram,2500,Truck,Midsize Truck,Gasoline,18.0,21.0,251,4,1.5,4772,45018,Automatic,AWD,USA,3,7.3,1.167
10754,2014,Honda,Accord,Sedan,Midsize,Gasoline,28.0,35.0,177,4,1.7,3443,32975,Automatic,AWD,Japan,5,10.0,1.25
10755,2019,GMC,Acadia,SUV,Midsize SUV,Gasoline,24.0,33.0,252,4,1.7,4195,43752,Automatic,FWD,USA,5,10.0,1.375
10756,2004,Ram,1500,Truck,Midsize Truck,Gasoline,22.0,29.0,292,6,3.0,4346,37589,Automatic,RWD,USA,5,7.2,1.318
10757,2011,Mazda,Mazda6,Sedan,Midsize,Gasoline,23.0,28.0,165,4,1.5,3391,33989,Automatic,AWD,Japan,4,7.7,1.217
10758,2014,GMC,Sierra,Truck,Midsize Truck,Gasoline,19.0,23.0,251,6,3.0,4503,35402,Automatic,FWD,USA,4,7.8,1.211
10759,2013,BMW,7 Series,Sedan,Full-size Luxury,Diesel,22.0,29.0,445,8,4.5,4372,104869,Automatic,AWD,Germany,4,7.3,1.318
10760,2000,Ford,Edge,SUV,Midsize SUV,Hybrid,32.0,43.0,274,6,3.1,3721,41406,Automatic,4WD,USA,5,7.2,1.344
10761,2013,Ford,Bronco,SUV,Midsize SUV,Gasoline,23.0,29.0,197,4,1.7,3903,46175,Automatic,4WD,USA,4,6.1,1.261
10762,2013,Ford,Ranger,Truck,Midsize Truck,Gasoline,22.0,29.0,278,6,2.8,4218,38496,Automatic,RWD,USA,4,8.1,1.318
10763,2021,Hyundai,Accent,Sedan,Midsize,Gasoline,28.0,35.0,188,4,1.7,3522,41399,Automatic,RWD,South Korea,4,9.8,1.25
10764,2004,Dodge,Durango,SUV,Midsize SUV,Gasoline,21.0,29.0,221,6,3.1,4208,44995,Automatic,FWD,USA,5,7.9,1.381
10765,2005,Ford,Explorer,SUV,Midsize SUV,Gasoline,23.0,28.0,189,4,1.5,4116,42512,Automatic,AWD,USA,4,6.3,1.217
10766,2006,Toyota,Highlander,SUV,Midsize SUV,Gasoline,26.0,33.0,195,4,1.6,3843,45119,Manual,4WD,Japan,4,7.9,1.269
10767,2024,Jeep,Liberty,SUV,Midsize SUV,Gasoline,27.0,37.0,216,6,2.9,3821,57149,Automatic,AWD,USA,5,8.3,1.37
10768,2007,Honda,Accord,Sedan,Midsize,Hybrid,39.0,51.0,181,4,1.6,3658,27670,Automatic,AWD,Japan,5,5.1,1.308
10769,2010,Volvo,V40,Hatchback,Compact,Gasoline,31.0,42.0,170,4,1.5,2959,23119,Automatic,FWD,Sweden,5,6.4,1.355
10770,2003,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,21.0,27.0,253,6,2.9,4700,36324,Automatic,AWD,Japan,4,9.0,1.286
10771,2020,Kia,Sorento,SUV,Midsize SUV,Hybrid,33.0,41.0,233,4,1.5,3960,47123,Manual,AWD,South Korea,5,8.9,1.242
10772,2011,Nissan,Frontier,Truck,Midsize Truck,Gasoline,24.0,32.0,291,4,1.7,4974,33390,Automatic,FWD,Japan,3,9.7,1.333
10773,2022,Jeep,Patriot,SUV,Midsize SUV,Gasoline,25.0,33.0,221,4,1.6,4140,46468,Automatic,FWD,USA,5,8.0,1.32
10774,2011,Audi,e-tron,SUV,Compact Luxury SUV,Diesel,28.0,35.0,293,4,1.7,3726,58492,Automatic,FWD,Germany,4,7.1,1.25
10775,2023,Toyota,Sequoia,SUV,Full-size SUV,Gasoline,23.0,30.0,335,6,3.1,5195,73889,Automatic,RWD,Japan,5,10.0,1.304
10776,2005,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,861,0,0.0,5269,41137,Automatic,FWD,USA,3,6.5,
10777,2001,Tesla,Model 3,Sedan,Compact Luxury,Electric,,,329,0,0.0,3716,42877,Automatic,RWD,USA,4,8.7,
10778,2004,Ford,Escape,SUV,Compact SUV,Gasoline,27.0,33.0,158,4,1.5,3432,27626,Automatic,4WD,USA,5,10.0,1.222
10779,2002,Honda,Accord,Sedan,Midsize,Gasoline,24.0,32.0,195,4,1.6,3630,25911,Automatic,AWD,Japan,5,8.3,1.333
10780,2019,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,968,0,0.0,3761,108898,Automatic,FWD,USA,5,6.8,
10781,2018,BMW,5 Series,Sedan,Midsize Luxury,Diesel,30.0,37.0,325,6,2.9,4019,64927,Automatic,AWD,Germany,5,4.7,1.233
10782,2019,Volvo,V40,Hatchback,Compact,Hybrid,43.0,59.0,181,4,1.5,3359,29933,Automatic,FWD,Sweden,4,8.2,1.372
10783,2002,Ford,Escape,SUV,Compact SUV,Gasoline,23.0,28.0,152,4,1.6,3353,33907,Automatic,AWD,USA,4,5.2,1.217
10784,2009,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,12.0,15.0,293,4,1.6,5499,65257,Automatic,FWD,USA,4,10.0,1.25
10785,2007,Volkswagen,Passat,Sedan,Midsize,Gasoline,26.0,35.0,157,4,1.7,3358,30820,Automatic,AWD,Germany,5,9.4,1.346
10786,2024,Toyota,Tacoma,Truck,Midsize Truck,Gasoline,24.0,30.0,272,6,3.1,4689,50417,Automatic,RWD,Japan,5,8.9,1.25
10787,2023,Volkswagen,Passat,Sedan,Midsize,Gasoline,27.0,36.0,207,4,1.6,3340,39332,Manual,RWD,Germany,5,5.8,1.333
10788,2015,Jeep,Renegade,SUV,Midsize SUV,Gasoline,25.0,32.0,256,4,1.4,4143,54742,Manual,RWD,USA,5,9.9,1.28
10789,2018,Mazda,MX-5,Convertible,Compact,Gasoline,30.0,39.0,157,4,1.7,2932,30017,Automatic,AWD,Japan,5,8.2,1.3
10790,2010,Audi,e-tron,SUV,Compact Luxury SUV,Gasoline,22.0,28.0,320,8,4.5,4225,49225,Automatic,RWD,Germany,5,5.6,1.273
10791,2000,Volvo,S90,Sedan,Midsize,Gasoline,25.0,31.0,183,4,1.7,3615,32990,Automatic,AWD,Sweden,4,5.7,1.24
10792,2019,Jeep,Gladiator,Truck,Midsize Truck,Gasoline,19.0,24.0,228,6,3.0,4502,40026,Automatic,4WD,USA,5,7.4,1.263
10793,2000,Jeep,Grand Cherokee,SUV,Midsize SUV,Gasoline,21.0,26.0,225,6,3.0,4424,34945,Automatic,FWD,USA,4,7.3,1.238
10794,2019,Mercedes-Benz,C-Class,Sedan,Compact Luxury,Diesel,32.0,38.0,285,4,1.7,3654,57984,Manual,AWD,Germany,4,6.3,1.188
10795,2007,Volkswagen,Passat,Sedan,Midsize,Gasoline,25.0,31.0,198,4,1.6,3860,27871,Automatic,AWD,Germany,4,6.0,1.24
10796,2009,Honda,Pilot,SUV,Midsize SUV,Gasoline,22.0,28.0,201,6,3.1,3914,38417,Automatic,4WD,Japan,5,10.0,1.273
10797,2003,Chevrolet,Blazer,SUV,Midsize SUV,Gasoline,21.0,28.0,236,6,3.0,3791,38952,Automatic,FWD,USA,5,7.2,1.333
10798,2006,Kia,Stinger,Sedan,Midsize,Gasoline,28.0,34.0,193,4,1.7,3600,31900,Automatic,AWD,South Korea,4,9.3,1.214
10799,2005,Honda,Fit,Hatchback,Subcompact,Gasoline,30.0,38.0,140,4,1.7,2442,20349,Automatic,FWD,Japan,4,5.2,1.267
10800,2004,Mazda,CX-9,SUV,Midsize SUV,Gasoline,19.0,23.0,217,4,1.7,4764,35737,Automatic,AWD,Japan,5,6.4,1.211
10801,2001,GMC,Acadia,SUV,Midsize SUV,Gasoline,23.0,31.0,198,4,1.5,3896,42185,Automatic,RWD,USA,4,6.6,1.348
10802,2016,Mazda,CX-5,SUV,Midsize SUV,Gasoline,23.0,28.0,224,6,2.8,4348,44182,Automatic,FWD,Japan,5,6.4,1.217
10803,2002,Dodge,Viper,Coupe,Compact,Gasoline,28.0,37.0,118,3,0.9,3159,26211,Automatic,AWD,USA,5,6.3,1.321
10804,2022,Kia,Soul,Hatchback,Compact,Gasoline,31.0,42.0,136,4,1.6,3026,33202,Automatic,AWD,South Korea,5,8.8,1.355
10805,2003,Nissan,Armada,SUV,Midsize SUV,Gasoline,22.0,29.0,194,4,1.5,3791,45658,Automatic,RWD,Japan,5,7.2,1.318
10806,2008,Lexus,RC,Coupe,Compact,Hybrid,40.0,55.0,145,4,1.6,3264,22437,Automatic,RWD,Japan,3,5.9,1.375
10807,2001,Volvo,XC40,SUV,Midsize SUV,Electric,,,206,0,0.0,4706,34270,Automatic,4WD,Sweden,5,8.3,
10808,2000,Honda,Fit,Hatchback,Subcompact,Gasoline,29.0,38.0,107,3,1.1,2554,21227,Automatic,RWD,Japan,4,5.4,1.31
10809,2016,Audi,TT,Coupe,Sports Luxury,Diesel,21.0,26.0,565,12,6.0,3671,99550,Automatic,AWD,Germany,5,6.0,1.238
10810,2016,Volvo,S40,Sedan,Midsize,Gasoline,28.0,34.0,170,4,1.6,3615,33986,Automatic,AWD,Sweden,5,6.0,1.214
10811,2021,Volkswagen,Tiguan,SUV,Midsize SUV,Diesel,26.0,34.0,252,6,3.0,3676,49100,Automatic,FWD,Germany,4,8.8,1.308
10812,2011,Lexus,LC,Coupe,Compact,Hybrid,42.0,50.0,147,4,1.5,3261,28056,Automatic,RWD,Japan,5,6.3,1.19
10813,2022,Ford,Mustang,Coupe,Sports,Gasoline,21.0,27.0,301,6,3.1,3237,42365,Automatic,RWD,USA,3,6.5,1.286
10814,2002,Volkswagen,Arteon,Sedan,Midsize,Gasoline,25.0,31.0,207,4,1.7,3359,33637,Automatic,FWD,Germany,5,6.3,1.24
10815,2000,Honda,Odyssey,Minivan,Minivan,Gasoline,19.0,23.0,184,4,1.7,4504,34121,Automatic,FWD,Japan,4,7.4,1.211
10816,2022,Nissan,Kicks,SUV,Midsize SUV,Gasoline,24.0,31.0,223,4,1.6,4258,51124,Automatic,4WD,Japan,5,6.2,1.292
10817,2007,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,317,0,0.0,3936,59883,Automatic,FWD,USA,5,6.3,
10818,2000,BMW,X5,SUV,Midsize Luxury SUV,Diesel,23.0,31.0,328,8,4.4,4441,67444,Automatic,RWD,Germany,5,7.6,1.348
10819,2000,GMC,Envoy,SUV,Midsize SUV,Gasoline,22.0,29.0,189,4,1.9,4107,33712,Automatic,RWD,USA,3,10.0,1.318
10820,2013,Volvo,XC90,SUV,Midsize SUV,Hybrid,31.0,41.0,211,4,1.6,4062,40333,Manual,RWD,Sweden,5,7.7,1.323
10821,2010,Honda,HR-V,SUV,Subcompact SUV,Hybrid,42.0,51.0,155,4,1.7,3156,28452,Automatic,4WD,Japan,4,7.0,1.214
10822,2002,Mazda,CX-3,SUV,Midsize SUV,Gasoline,24.0,33.0,273,4,1.6,4474,42659,Automatic,FWD,Japan,5,8.6,1.375
10823,2002,Kia,Sportage,SUV,Midsize SUV,Hybrid,34.0,43.0,203,6,2.9,4238,38167,Automatic,FWD,South Korea,4,4.9,1.265
10824,2024,Tesla,Model 3,Sedan,Compact Luxury,Electric,,,334,0,0.0,3678,60083,Automatic,RWD,USA,3,10.0,
10825,2002,GMC,Terrain,SUV,Midsize SUV,Gasoline,20.0,27.0,219,6,3.1,4285,44833,Automatic,RWD,USA,4,7.6,1.35
10826,2015,Volvo,XC40,SUV,Midsize SUV,Hybrid,34.0,45.0,229,4,1.4,3854,54521,Automatic,RWD,Sweden,5,7.0,1.324
